2621,83731531,ORK CBO 18x16 CRA,CS,FERT,F,SS,2500,132
2621,83731532,ORK CBO 18x34 CRA,CS,FERT,F,SS,1500,120
2621,83731533,ORK CBO 2x40 CRA,CS,FERT,F,SS,3500,160
4853,83731531,ORK CBO 18x16 CRA,CS,FERT,P,SS,0,132
2751,83731531,ORK CBO 18x16 CRA,CS,FERT,F,SS,0,132
