Location-To;Location-From;GCAS;Description;UOM;Type;Procurement;Safety Strategy;Safety;Rounding Value
2725;#N/D!;83734777;ORK ULT RW 16X10 SP Lara GEB            ;CS;FERT;P;SS;1000;132
2621;2725;83734778;ORK ULT RW 12X18 VP Lara GEB            ;CS;FERT;F;SS;1000;96
2725;#N/D!;83734778;ORK ULT RW 12X18 VP Lara GEB            ;CS;FERT;P;SS;1000;96
2727;2621;83734778;ORK ULT RW 12X18 VP Lara GEB            ;CS;FERT;F;SS;1000;0
2621;2725;83734779;ORK ULT RW 24X14 BIM Lara GEB           ;CS;FERT;F;SS;1000;54
2725;#N/D!;83734779;ORK ULT RW 24X14 BIM Lara GEB           ;CS;FERT;P;SS;1000;54
2727;#N/D!;83734780;ORK ULT LW 12X26 QP Plus Lara GEB       ;CS;FERT;P;SS;1000;0
2621;2725;83734780;ORK ULT LW 12X26 QP Plus Lara GEB       ;CS;FERT;F;SS;1000;55
2725;#N/D!;83734780;ORK ULT LW 12X26 QP Plus Lara GEB       ;CS;FERT;P;SS;1000;55
2621;2725;83734781;ORK ULT LW 12X36 GP Lara GEB            ;CS;FERT;F;SS;1000;40
2725;#N/D!;83734781;ORK ULT LW 12X36 GP Lara GEB            ;CS;FERT;P;SS;1000;40
2621;2725;83734782;ORK ULT LW 16X14 VP Lara GEB            ;CS;FERT;F;SS;1000;77
2725;#N/D!;83734782;ORK ULT LW 16X14 VP Lara GEB            ;CS;FERT;P;SS;1000;77
2725;#N/D!;83734783;ORK ULT LW 24X8 SP Lara GEB             ;CS;FERT;P;SS;1000;88
2621;2725;83734783;ORK ULT LW 24X8 SP Lara GEB             ;CS;FERT;F;SS;1000;88
2621;2725;83734784;ORK ULT NW 12X24 QP Lara GEB            ;CS;FERT;F;SS;1000;45
2727;#N/D!;83734784;ORK ULT NW 12X24 QP Lara GEB            ;CS;FERT;P;SS;1000;0
2725;#N/D!;83734784;ORK ULT NW 12X24 QP Lara GEB            ;CS;FERT;P;SS;1000;45
2621;2725;83734785;ORK ULT NW 12X32 GP Lara GEB            ;CS;FERT;F;SS;1000;45
2725;#N/D!;83734785;ORK ULT NW 12X32 GP Lara GEB            ;CS;FERT;P;SS;1000;45
2621;2725;83734786;ORK ULT NW 16X12 VP Lara GEB            ;CS;FERT;F;SS;1000;81
2727;2621;83734786;ORK ULT NW 16X12 VP Lara GEB            ;CS;FERT;F;SS;1000;0
2725;#N/D!;83734786;ORK ULT NW 16X12 VP Lara GEB            ;CS;FERT;P;SS;1000;81
2727;#N/D!;83733974;Orkid Platinum NW QP+ LW SP FC01        ;CS;FERT;P;SS;1000;0
2621;#N/D!;83733775;ORK ULT NW 12X32 GP Prospera 2 -S       ;CS;FERT;P;SS;1000;0
2621;2727;83733776;ORK ULT LW 12X36 GP Prospera 2 -S       ;CS;FERT;F;SS;1000;0
2727;#N/D!;83733776;ORK ULT LW 12X36 GP Prospera 2 -S       ;CS;FERT;P;SS;1000;0
2621;#N/D!;83733777;ORK ULT RW 12X46 GP Prospera-S          ;CS;FERT;P;SS;1000;0
2727;#N/D!;83733777;ORK ULT RW 12X46 GP Prospera-S          ;CS;FERT;P;SS;1000;0
2621;2727;83733828;Orkid Sensitive Shipper                 ;CS;FERT;P;SS;1000;0
2727;#N/D!;83733828;Orkid Sensitive Shipper                 ;CS;FERT;P;SS;1000;0
2727;#N/D!;83733829;ORK ULT NW 12x30 GP FC01 CRA-S          ;CS;FERT;P;SS;1000;0
2621;2727;83733829;ORK ULT NW 12x30 GP FC01 CRA-S          ;CS;FERT;P;SS;1000;0
2621;2727;83733830;ORK ULT LW 8x34 GP FC01 CRA-S           ;CS;FERT;P;SS;1000;0
2727;#N/D!;83733830;ORK ULT LW 8x34 GP FC01 CRA-S           ;CS;FERT;P;SS;1000;0
2621;2727;83733831;ORK ULT RW 12x40 GP  FC01 CRA-S         ;CS;FERT;P;SS;1000;0
2727;#N/D!;83733831;ORK ULT RW 12x40 GP  FC01 CRA-S         ;CS;FERT;P;SS;1000;0
2751;9979;83733882;ORK ULT RW 20X10 SP Sens Prosp 3 SRP BUD;CS;FERT;F;SS;1000;144
2727;2621;83733883;ORK ULT LW 24x8 SP Sens Prosp 3 BUD     ;CS;FERT;F;SS;1000;0
2751;9979;83733883;ORK ULT LW 24x8 SP Sens Prosp 3 BUD     ;CS;FERT;F;SS;1000;100
2727;2621;83733884;ORK ULT NW 24x7 SP Sens Prosp 3 BUD     ;CS;FERT;F;SS;1000;0
2751;9979;83733884;ORK ULT NW 24x7 SP Sens Prosp 3 BUD     ;CS;FERT;F;SS;1000;110
2751;4853;83733885;ORK ULT LW 4x26 QP Sens Prosp 3 CRA     ;CS;FERT;F;SS;1000;198
2621;2751;83733885;ORK ULT LW 4x26 QP Sens Prosp 3 CRA     ;CS;FERT;F;SS;1000;198
4853;#N/D!;83733885;ORK ULT LW 4x26 QP Sens Prosp 3 CRA     ;CS;FERT;P;SS;1000;198
2727;2621;83733885;ORK ULT LW 4x26 QP Sens Prosp 3 CRA     ;CS;FERT;F;SS;1000;0
2751;4853;83733886;ORK ULT NW 4x24 QP Sens Prosp 3 CRA     ;CS;FERT;F;SS;1000;180
2621;2751;83733886;ORK ULT NW 4x24 QP Sens Prosp 3 CRA     ;CS;FERT;F;SS;1000;180
4853;#N/D!;83733886;ORK ULT NW 4x24 QP Sens Prosp 3 CRA     ;CS;FERT;P;SS;1000;180
2727;2621;83733886;ORK ULT NW 4x24 QP Sens Prosp 3 CRA     ;CS;FERT;F;SS;1000;0
2621;2751;83733887;ORK ULT RW 3x36 QP Sens Prosp 3 CRA     ;CS;FERT;P;SS;1000;280
2751;4853;83733887;ORK ULT RW 3x36 QP Sens Prosp 3 CRA     ;CS;FERT;P;SS;1000;280
2727;2621;83733887;ORK ULT RW 3x36 QP Sens Prosp 3 CRA     ;CS;FERT;F;SS;1000;0
4853;#N/D!;83733887;ORK ULT RW 3x36 QP Sens Prosp 3 CRA     ;CS;FERT;P;SS;1000;280
4850;#N/D!;83733898;ORK MIX 70x(3+4+1) TK                   ;CS;FERT;P;SS;1000;0
2621;2727;83733903;Orkid BIM SRP FC01                      ;CS;FERT;P;SS;1000;0
2727;#N/D!;83733903;Orkid BIM SRP FC01                      ;CS;FERT;P;SS;1000;0
2727;#N/D!;83733904;Orkid Platinum VP SRP- FC01             ;CS;FERT;P;SS;1000;0
2621;2727;83733951;Orkid Sens NW QP + LW SP BP             ;CS;FERT;P;SS;1000;0
2727;#N/D!;83733951;Orkid Sens NW QP + LW SP BP             ;CS;FERT;P;SS;1000;0
2621;2727;83733952;Orkid Sens RW QP + NW SP BP             ;CS;FERT;P;SS;1000;0
2727;#N/D!;83733952;Orkid Sens RW QP + NW SP BP             ;CS;FERT;P;SS;1000;0
2727;#N/D!;83733973;Orkid Platinum RW QP+ NW SP FC01        ;CS;FERT;P;SS;1000;0
2621;2727;83733973;Orkid Platinum RW QP+ NW SP FC01        ;CS;FERT;P;SS;1000;0
2621;2725;83734787;ORK ULT NW 24X10 SP BIM Lara GEB        ;CS;FERT;F;SS;1000;54
2727;#N/D!;83735125;Orkid Platinum RW QP + NW SP GEB        ;CS;FERT;P;SS;1000;0
2621;2727;83735125;Orkid Platinum RW QP + NW SP GEB        ;CS;FERT;F;SS;1000;0
2727;2621;83735138;ORK ULT NW 12x22 QP FC01 CRA T&H        ;CS;FERT;F;SS;1000;0
2621;2751;83735138;ORK ULT NW 12x22 QP FC01 CRA T&H        ;CS;FERT;F;SS;1000;54
2751;4853;83735138;ORK ULT NW 12x22 QP FC01 CRA T&H        ;CS;FERT;F;SS;1000;54
4853;#N/D!;83735138;ORK ULT NW 12x22 QP FC01 CRA T&H        ;CS;FERT;P;SS;1000;54
2751;9979;83735139;ORK ULT RW 20X10 SP Lara Sens SRP BUD   ;CS;FERT;F;SS;1000;144
4850;#N/D!;83735139;ORK ULT RW 20X10 SP Lara Sens SRP BUD   ;CS;FERT;P;SS;1000;144
2621;2751;83735139;ORK ULT RW 20X10 SP Lara Sens SRP BUD   ;CS;FERT;F;SS;1000;144
2751;9979;83735140;ORK ULT LW 24x8 SP Lara Sens BUD        ;CS;FERT;F;SS;1000;100
2621;2751;83735140;ORK ULT LW 24x8 SP Lara Sens BUD        ;CS;FERT;F;SS;1000;100
4850;#N/D!;83735140;ORK ULT LW 24x8 SP Lara Sens BUD        ;CS;FERT;P;SS;1000;100
4850;#N/D!;83735141;ORK ULT NW 24x7 SP Lara Sens BUD        ;CS;FERT;P;SS;1000;110
2751;9979;83735141;ORK ULT NW 24x7 SP Lara Sens BUD        ;CS;FERT;F;SS;1000;110
2621;2751;83735141;ORK ULT NW 24x7 SP Lara Sens BUD        ;CS;FERT;F;SS;1000;110
2751;4853;83735142;ORK ULT LW 4x26 QP Lara Sens CRA        ;CS;FERT;F;SS;1000;198
2621;2751;83735142;ORK ULT LW 4x26 QP Lara Sens CRA        ;CS;FERT;F;SS;1000;198
2727;#N/D!;83735142;ORK ULT LW 4x26 QP Lara Sens CRA        ;CS;FERT;P;SS;1000;0
4853;#N/D!;83735142;ORK ULT LW 4x26 QP Lara Sens CRA        ;CS;FERT;P;SS;1000;198
4853;#N/D!;83735143;ORK ULT NW 4x24 QP Lara Sens CRA        ;CS;FERT;P;SS;1000;180
2621;2751;83735143;ORK ULT NW 4x24 QP Lara Sens CRA        ;CS;FERT;F;SS;1000;180
2751;4853;83735143;ORK ULT NW 4x24 QP Lara Sens CRA        ;CS;FERT;F;SS;1000;180
4853;#N/D!;83735144;ORK ULT RW 3x34 QP Lara Sens CRA        ;CS;FERT;P;SS;1000;280
2727;#N/D!;83735144;ORK ULT RW 3x34 QP Lara Sens CRA        ;CS;FERT;P;SS;1000;0
2621;2751;83735144;ORK ULT RW 3x34 QP Lara Sens CRA        ;CS;FERT;F;SS;1000;280
2751;4853;83735144;ORK ULT RW 3x34 QP Lara Sens CRA        ;CS;FERT;F;SS;1000;280
2751;4853;83735153;ORK ULT RW 12x30 QP FC01 CRA T&H        ;CS;FERT;F;SS;1000;54
4853;#N/D!;83735153;ORK ULT RW 12x30 QP FC01 CRA T&H        ;CS;FERT;P;SS;1000;54
2727;2621;83735153;ORK ULT RW 12x30 QP FC01 CRA T&H        ;CS;FERT;F;SS;1000;0
2621;2751;83735153;ORK ULT RW 12x30 QP FC01 CRA T&H        ;CS;FERT;F;SS;1000;54
4853;#N/D!;83735154;ORK ULT RW 12x38 GP FC01 CRA T&H        ;CS;FERT;P;SS;1000;54
2751;4853;83735154;ORK ULT RW 12x38 GP FC01 CRA T&H        ;CS;FERT;F;SS;1000;54
2621;2751;83735154;ORK ULT RW 12x38 GP FC01 CRA T&H        ;CS;FERT;F;SS;1000;54
2727;2621;83735154;ORK ULT RW 12x38 GP FC01 CRA T&H        ;CS;FERT;F;SS;1000;0
2751;4853;83735155;ORK ULT NW 12x28 GP FC01 CRA T&H        ;CS;FERT;F;SS;1000;42
2621;2751;83735155;ORK ULT NW 12x28 GP FC01 CRA T&H        ;CS;FERT;F;SS;1000;42
4853;#N/D!;83735155;ORK ULT NW 12x28 GP FC01 CRA T&H        ;CS;FERT;P;SS;1000;42
4853;#N/D!;83735156;ORK ULT LW 8x32 GP FC01 CRA T&H         ;CS;FERT;P;SS;1000;72
2727;2621;83735156;ORK ULT LW 8x32 GP FC01 CRA T&H         ;CS;FERT;F;SS;1000;0
2751;4853;83735156;ORK ULT LW 8x32 GP FC01 CRA T&H         ;CS;FERT;F;SS;1000;72
2727;#N/D!;83735124;Orkid Platinum NW QP + LW SP GEB        ;CS;FERT;P;SS;1000;0
2725;#N/D!;83734787;ORK ULT NW 24X10 SP BIM Lara GEB        ;CS;FERT;P;SS;1000;54
2725;#N/D!;83734788;ORK ULT NW 24X7 SP Lara GEB             ;CS;FERT;P;SS;1000;81
2621;2725;83734788;ORK ULT NW 24X7 SP Lara GEB             ;CS;FERT;F;SS;1000;81
2751;9979;83734789;ORK ULT NW 24x7 SP Lara S5AB BUD        ;CS;FERT;F;SS;1000;77
2751;9979;83734790;ORK ULT NW 12x22 QP Lara S5AB BUD       ;CS;FERT;F;SS;1000;54
4850;#N/D!;83734791;ORK ULT NW 15x12 VP Lara S5AB BUD       ;CS;FERT;P;SS;1000;72
2751;9979;83734791;ORK ULT NW 15x12 VP Lara S5AB BUD       ;CS;FERT;F;SS;1000;72
2621;2751;83734791;ORK ULT NW 15x12 VP Lara S5AB BUD       ;CS;FERT;F;SS;1000;72
2727;#N/D!;83734809;BIM SP SRP                              ;CS;FERT;P;SS;1000;0
2621;2727;83734809;BIM SP SRP                              ;CS;FERT;F;SS;1000;0
2727;#N/D!;83734813;Orkid BIM SRP-P3                        ;CS;FERT;P;SS;1000;0
2621;2727;83734813;Orkid BIM SRP-P3                        ;CS;FERT;F;SS;1000;0
2727;#N/D!;83734814;Orkid Ultra Extra SRP-P3                ;CS;FERT;P;SS;1000;0
2621;2727;83734814;Orkid Ultra Extra SRP-P3                ;CS;FERT;F;SS;1000;0
2727;2621;83734835;ORK ULT RW 12x30 QP FC01 GEB            ;CS;FERT;F;SS;1000;0
4850;0;83734835;ORK ULT RW 12x30 QP FC01 GEB            ;CS;FERT;F;SS;1000;60
2727;2621;83734836;ORK ULT RW 12x38 GP FC01 GEB            ;CS;FERT;F;SS;1000;0
4850;0;83734837;ORK ULT NW 12x22 QP FC01 GEB            ;CS;FERT;F;SS;1000;60
2727;2621;83734837;ORK ULT NW 12x22 QP FC01 GEB            ;CS;FERT;F;SS;1000;0
2727;2621;83734838;ORK ULT NW 12x28 GP FC01 GEB            ;CS;FERT;F;SS;1000;0
2621;2727;83734917;Orkid BIM SRP Sens ML                   ;CS;FERT;F;SS;1000;0
2727;#N/D!;83734917;Orkid BIM SRP Sens ML                   ;CS;FERT;P;SS;1000;0
2621;2727;83734920;Orkid BIM Mainline SRP                  ;CS;FERT;F;SS;1000;0
2727;#N/D!;83734920;Orkid BIM Mainline SRP                  ;CS;FERT;P;SS;1000;0
2621;2725;83734957;Orkid THK RW 24x10 SP CPM GEB           ;CS;FERT;F;SS;1000;70
2725;#N/D!;83734957;Orkid THK RW 24x10 SP CPM GEB           ;CS;FERT;P;SS;1000;70
2621;2725;83734958;Orkid THK LW 24x8 SP CPM GEB            ;CS;FERT;F;SS;1000;75
2725;#N/D!;83734958;Orkid THK LW 24x8 SP CPM GEB            ;CS;FERT;P;SS;1000;75
2725;#N/D!;83734959;Orkid THK RW 8x42 QP CPM GEB            ;CS;FERT;P;SS;1000;40
2621;2725;83734959;Orkid THK RW 8x42 QP CPM GEB            ;CS;FERT;F;SS;1000;40
2725;#N/D!;83734966;Orkid THK LW 8x34 QP CPM GEB            ;CS;FERT;P;SS;1000;35
2621;2725;83734966;Orkid THK LW 8x34 QP CPM GEB            ;CS;FERT;F;SS;1000;35
2727;2621;83735006;ORK ULT RW 3x34 QP Sens Prosp 3 CRA     ;CS;FERT;F;SS;1000;0
4853;#N/D!;83735006;ORK ULT RW 3x34 QP Sens Prosp 3 CRA     ;CS;FERT;P;SS;1000;280
2751;4853;83735006;ORK ULT RW 3x34 QP Sens Prosp 3 CRA     ;CS;FERT;F;SS;1000;280
2621;2751;83735006;ORK ULT RW 3x34 QP Sens Prosp 3 CRA     ;CS;FERT;F;SS;1000;280
2727;#N/D!;83735122;Orkid Platinum VP SRP Geb               ;CS;FERT;P;SS;1000;0
2621;2727;83735123;Orkid BIM SRP FC01 Geb                  ;CS;FERT;F;SS;1000;0
2727;#N/D!;83735123;Orkid BIM SRP FC01 Geb                  ;CS;FERT;P;SS;1000;0
2621;2727;83735124;Orkid Platinum NW QP + LW SP GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83731280;ORK ULT NW 10x18 TR Prosp 2 S5AB BUD    ;CS;FERT;P;SS;1000;0
2727;2621;83723911;ORK ULT RW Fresh 24x9 SP Mina 1.2 BUD   ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723911;ORK ULT RW Fresh 24x9 SP Mina 1.2 BUD   ;CS;FERT;P;SS;1000;0
2621;#N/D!;83723910;ORK ULT LW 12x32 QP Plus Mina 1.2 BUD   ;CS;FERT;P;SS;1000;0
2727;2621;83723910;ORK ULT LW 12x32 QP Plus Mina 1.2 BUD   ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723909;ORK ULT LW 16X16 VP Mina 1.2 BUD        ;CS;FERT;P;SS;1000;0
2621;#N/D!;83723912;ORK ULT RW Fresh 12x36 QP Mina 1.2 BUD  ;CS;FERT;P;SS;1000;0
2727;2621;83723912;ORK ULT RW Fresh 12x36 QP Mina 1.2 BUD  ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723913;ORK ULT RW Fresh 24x13 SP Mina1.2BIM BUD;CS;FERT;P;SS;1000;0
2727;2621;83723913;ORK ULT RW Fresh 24x13 SP Mina1.2BIM BUD;CS;FERT;F;SS;1000;0
2727;2621;83723914;ORK ULT NW 24x10 SP Mina 1.2 BIM BUD    ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723914;ORK ULT NW 24x10 SP Mina 1.2 BIM BUD    ;CS;FERT;P;SS;1000;0
2727;2621;83723909;ORK ULT LW 16X16 VP Mina 1.2 BUD        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723908;ORK ULT RW 12x40 QP Mina 1.2 BUD        ;CS;FERT;P;SS;1000;0
2727;2621;83723908;ORK ULT RW 12x40 QP Mina 1.2 BUD        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723907;ORK ULT RW 16x20 VP Mina 1.2 BUD        ;CS;FERT;P;SS;1000;0
2727;2621;83723907;ORK ULT RW 16x20 VP Mina 1.2 BUD        ;CS;FERT;F;SS;1000;0
2727;2621;83723906;ORK ULT RW 24x14 Mina 1.2 BUD           ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723906;ORK ULT RW 24x14 Mina 1.2 BUD           ;CS;FERT;P;SS;1000;0
2727;2621;83723905;ORK ULT RW 16X10 SP Mina 1.2 BUD        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723905;ORK ULT RW 16X10 SP Mina 1.2 BUD        ;CS;FERT;P;SS;1000;0
2727;2621;83723766;ORKID LINER 270x5 TURKEY                ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723766;ORKID LINER 270x5 TURKEY                ;CS;FERT;P;SS;1000;0
2727;2621;83723925;ORK ULT NW 12x28 QP Mina 1.2 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723925;ORK ULT NW 12x28 QP Mina 1.2 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83723924;ORK ULT NW 16x14 VP Mina 1.2 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723924;ORK ULT NW 16x14 VP Mina 1.2 GEB        ;CS;FERT;P;SS;1000;0
2621;#N/D!;83723923;ORK ULT NW 24x7 SP Mina 1.2 GEB         ;CS;FERT;P;SS;1000;0
2727;2621;83723923;ORK ULT NW 24x7 SP Mina 1.2 GEB         ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723922;ORK ULT LW 12x32 QP Plus Mina 1.2 GEB   ;CS;FERT;P;SS;1000;0
2727;2621;83723922;ORK ULT LW 12x32 QP Plus Mina 1.2 GEB   ;CS;FERT;F;SS;1000;0
2727;2621;83723921;ORK ULT LW 16X16 VP Mina 1.2 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723921;ORK ULT LW 16X16 VP Mina 1.2 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83723920;ORK ULT LW 24x8 SP Mina 1.2 GEB         ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723920;ORK ULT LW 24x8 SP Mina 1.2 GEB         ;CS;FERT;P;SS;1000;0
2727;2621;83723919;ORK ULT RW 12x40 QP Mina 1.2 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723919;ORK ULT RW 12x40 QP Mina 1.2 GEB        ;CS;FERT;P;SS;1000;0
2621;#N/D!;83723918;ORK ULT RW 16x20 VP Mina 1.2 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83723918;ORK ULT RW 16x20 VP Mina 1.2 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723917;ORK ULT RW 24x14 Mina 1.2 BIM GEB       ;CS;FERT;P;SS;1000;0
2727;2621;83723917;ORK ULT RW 24x14 Mina 1.2 BIM GEB       ;CS;FERT;F;SS;1000;0
2727;2621;83723916;ORK ULT RW 16X10 SP Mina 1.2 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723916;ORK ULT RW 16X10 SP Mina 1.2 GEB        ;CS;FERT;P;SS;1000;0
2621;#N/D!;83723915;ORK ULT NW 24x10 SP Mina 1.2 BIM GEB    ;CS;FERT;P;SS;1000;0
2727;2621;83723915;ORK ULT NW 24x10 SP Mina 1.2 BIM GEB    ;CS;FERT;F;SS;1000;0
2727;2621;83722695;ORK ULT LW Fresh 18x7 SP Mina 1.1 GEB   ;CS;FERT;F;SS;1000;0
2621;#N/D!;83722695;ORK ULT LW Fresh 18x7 SP Mina 1.1 GEB   ;CS;FERT;P;SS;1000;0
2621;#N/D!;83722694;ORK ULT RW Fresh 12x36 QP Mina 1.1 GEB  ;CS;FERT;P;SS;1000;0
2727;2621;83722694;ORK ULT RW Fresh 12x36 QP Mina 1.1 GEB  ;CS;FERT;F;SS;1000;0
2621;#N/D!;83722693;ORK ULT RW Fresh 24x13 SP Mina 1.1 BIM  ;CS;FERT;P;SS;1000;0
2727;2621;83722693;ORK ULT RW Fresh 24x13 SP Mina 1.1 BIM  ;CS;FERT;F;SS;1000;0
2727;2621;83722692;ORK ULT RW Fresh 24x9 SP Mina 1.1 GEB   ;CS;FERT;F;SS;1000;0
2621;#N/D!;83722692;ORK ULT RW Fresh 24x9 SP Mina 1.1 GEB   ;CS;FERT;P;SS;1000;0
2727;2621;83722691;ORK ULT NW 12x28 QP Mina 1.1 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83722691;ORK ULT NW 12x28 QP Mina 1.1 GEB        ;CS;FERT;P;SS;1000;0
2621;#N/D!;83722690;ORK ULT NW 16x14 VP Mina 1.1 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83722690;ORK ULT NW 16x14 VP Mina 1.1 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83722689;ORK ULT NW 24x9 SP Mina 1.1 BIM         ;CS;FERT;P;SS;1000;0
2727;2621;83722689;ORK ULT NW 24x9 SP Mina 1.1 BIM         ;CS;FERT;F;SS;1000;0
2621;#N/D!;83722688;ORK ULT NW 24x7 SP Mina 1.1 GEB         ;CS;FERT;P;SS;1000;0
2727;2621;83722688;ORK ULT NW 24x7 SP Mina 1.1 GEB         ;CS;FERT;F;SS;1000;0
2727;2621;83722687;ORK ULT LW 12x32 QP Plus Mina 1.1 GEB   ;CS;FERT;F;SS;1000;0
2621;#N/D!;83722687;ORK ULT LW 12x32 QP Plus Mina 1.1 GEB   ;CS;FERT;P;SS;1000;0
2727;2621;83722686;ORK ULT LW 16X16 VP Mina 1.1 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83722686;ORK ULT LW 16X16 VP Mina 1.1 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83722685;ORK ULT LW 24x8 SP Mina 1.1 GEB         ;CS;FERT;F;SS;1000;0
2621;#N/D!;83722685;ORK ULT LW 24x8 SP Mina 1.1 GEB         ;CS;FERT;P;SS;1000;0
2621;#N/D!;83723201;Orkid INFINITY REG WING 10CT TR         ;CS;FERT;P;SS;1000;0
2727;2621;83723201;Orkid INFINITY REG WING 10CT TR         ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723200;ORKID INFINITY O/N WING 10CT TR         ;CS;FERT;P;SS;1000;0
2727;2621;83723200;ORKID INFINITY O/N WING 10CT TR         ;CS;FERT;F;SS;1000;0
2727;2621;83723176;ALW MIX 100x(3+2) Turkey POME2          ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723176;ALW MIX 100x(3+2) Turkey POME2          ;CS;FERT;P;SS;1000;0
2727;2621;83723175;ALW MIX 100x(3+2) Turkey POME1          ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723175;ALW MIX 100x(3+2) Turkey POME1          ;CS;FERT;P;SS;1000;0
4850;#N/D!;83723121;ORK THK NW 24X8 CPM iPad 2.0 TK BUD     ;CS;FERT;P;SS;1000;42
2751;9979;83723121;ORK THK NW 24X8 CPM iPad 2.0 TK BUD     ;CS;FERT;P;SS;1000;42
2727;2621;83723121;ORK THK NW 24X8 CPM iPad 2.0 TK BUD     ;CS;FERT;F;SS;1000;0
2621;2751;83723121;ORK THK NW 24X8 CPM iPad 2.0 TK BUD     ;CS;FERT;P;SS;1000;42
2727;2621;83723120;ORK THK NW 8x32 CPM iPad 2.0 TK BUD     ;CS;FERT;F;SS;1000;0
4850;#N/D!;83723120;ORK THK NW 8x32 CPM iPad 2.0 TK BUD     ;CS;FERT;P;SS;1000;28
2751;9979;83723120;ORK THK NW 8x32 CPM iPad 2.0 TK BUD     ;CS;FERT;F;SS;1000;28
2621;2751;83723120;ORK THK NW 8x32 CPM iPad 2.0 TK BUD     ;CS;FERT;F;SS;1000;28
2727;2621;83722707;ORK ULT LW 12X24 QP Mina 1.1 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83722707;ORK ULT LW 12X24 QP Mina 1.1 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83722706;ORK ULT RW 12X30 QP Mina 1.1 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83722706;ORK ULT RW 12X30 QP Mina 1.1 GEB        ;CS;FERT;P;SS;1000;0
2621;#N/D!;83722696;ORK ULT LW Fresh 12x28 QP Mina 1.1 GEB  ;CS;FERT;P;SS;1000;0
2727;2621;83722696;ORK ULT LW Fresh 12x28 QP Mina 1.1 GEB  ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725569;ORK ULT RW Fresh 24x13 SP Mina1.3BIMGEB ;CS;FERT;P;SS;1000;0
2727;2621;83725569;ORK ULT RW Fresh 24x13 SP Mina1.3BIMGEB ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725568;ORK ULT RW Fresh 24x9 SP Mina 1.3 GEB   ;CS;FERT;P;SS;1000;0
2727;2621;83725568;ORK ULT RW Fresh 24x9 SP Mina 1.3 GEB   ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725566;ORK ULT RW 16x20 VP Mina 1.3 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83725566;ORK ULT RW 16x20 VP Mina 1.3 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725565;ORK ULT RW 24x14 Mina 1.3 BIM GEB       ;CS;FERT;P;SS;1000;0
2727;2621;83725565;ORK ULT RW 24x14 Mina 1.3 BIM GEB       ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725564;ORK ULT RW 16X10 SP Mina 1.3 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83725564;ORK ULT RW 16X10 SP Mina 1.3 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725204;ORK ULT NW 12x28 QP Mina 1.3 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83725204;ORK ULT NW 12x28 QP Mina 1.3 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725203;ORK ULT LW 12x32 QP Plus Mina 1.3 GEB   ;CS;FERT;P;SS;1000;0
2727;2621;83725203;ORK ULT LW 12x32 QP Plus Mina 1.3 GEB   ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725202;ORK ULT LW Fresh 12x28 QP Mina 1.3 GEB  ;CS;FERT;P;SS;1000;0
