Location-To;Location-From;GCAS;Description;UOM;Type;Procurement;Safety Strategy;Safety;Rounding Value
2621;2725;83732342;ORK ULT RW 24X14 BIM Prospera 3 GEB     ;CS;FERT;P;SS;1000;54
2725;#N/D!;83732342;ORK ULT RW 24X14 BIM Prospera 3 GEB     ;CS;FERT;P;SS;1000;54
2621;2725;83732343;ORK ULT LW 12X26 QP Plus Prospera 3 GEB ;CS;FERT;F;SS;1000;55
2725;#N/D!;83732343;ORK ULT LW 12X26 QP Plus Prospera 3 GEB ;CS;FERT;P;SS;1000;55
2727;2621;83732343;ORK ULT LW 12X26 QP Plus Prospera 3 GEB ;CS;FERT;F;SS;1000;0
2725;#N/D!;83732344;ORK ULT LW 12X36 GP Prospera 3 GEB      ;CS;FERT;P;SS;1000;40
2621;2725;83732344;ORK ULT LW 12X36 GP Prospera 3 GEB      ;CS;FERT;F;SS;1000;40
2621;2725;83732345;ORK ULT LW 16X14 VP Prospera 3 GEB      ;CS;FERT;F;SS;1000;77
2725;#N/D!;83732345;ORK ULT LW 16X14 VP Prospera 3 GEB      ;CS;FERT;P;SS;1000;77
2725;#N/D!;83732346;ORK ULT LW 24X8 SP Prospera 3 GEB       ;CS;FERT;P;SS;1000;88
2621;2725;83732346;ORK ULT LW 24X8 SP Prospera 3 GEB       ;CS;FERT;F;SS;1000;88
2725;#N/D!;83732347;ORK ULT NW 12X24 QP Prospera 3 GEB      ;CS;FERT;P;SS;1000;45
2727;2621;83732347;ORK ULT NW 12X24 QP Prospera 3 GEB      ;CS;FERT;F;SS;1000;0
2621;2725;83732347;ORK ULT NW 12X24 QP Prospera 3 GEB      ;CS;FERT;F;SS;1000;45
2725;#N/D!;83732348;ORK ULT NW 12X32 GP Prospera 3 GEB      ;CS;FERT;P;SS;1000;45
2727;2621;83732348;ORK ULT NW 12X32 GP Prospera 3 GEB      ;CS;FERT;F;SS;1000;0
2621;2725;83732348;ORK ULT NW 12X32 GP Prospera 3 GEB      ;CS;FERT;F;SS;1000;45
2727;2621;83732349;ORK ULT NW 16X12 VP Prospera 3 GEB      ;CS;FERT;F;SS;1000;0
2725;#N/D!;83732349;ORK ULT NW 16X12 VP Prospera 3 GEB      ;CS;FERT;P;SS;1000;81
2621;2725;83732349;ORK ULT NW 16X12 VP Prospera 3 GEB      ;CS;FERT;F;SS;1000;81
2621;2725;83732350;ORK ULT NW 24X10 SP BIM Prospera 3 GEB  ;CS;FERT;P;SS;1000;54
2727;2621;83732350;ORK ULT NW 24X10 SP BIM Prospera 3 GEB  ;CS;FERT;F;SS;1000;0
2725;#N/D!;83732350;ORK ULT NW 24X10 SP BIM Prospera 3 GEB  ;CS;FERT;P;SS;1000;54
2621;2725;83732351;ORK ULT NW 24X7 SP Prospera 3 GEB       ;CS;FERT;F;SS;1000;81
2725;#N/D!;83732351;ORK ULT NW 24X7 SP Prospera 3 GEB       ;CS;FERT;P;SS;1000;81
2751;9979;83732352;ORK ULT NW 24x7 SP Prospera 3 S5AB BUD  ;CS;FERT;F;SS;1000;77
2751;9979;83732354;ORK ULT NW 12x22 QR Prosp 3 S5AB BUD    ;CS;FERT;F;SS;1000;54
2727;0;83732358;ORK ULT MIX 200x(1+1) TK                ;CS;FERT;F;SS;1000;0
2727;2621;83732395;ORK ULT RW 20X10 SP Sens Prosp 3 SRP    ;CS;FERT;F;SS;1000;0
2751;4850;83732395;ORK ULT RW 20X10 SP Sens Prosp 3 SRP    ;CS;FERT;P;SS;1000;144
2725;#N/D!;83732338;ORK ULT RW 12X46 GP Prospera 3 GEB      ;CS;FERT;P;SS;1000;36
2621;2725;83731774;ORK ULT NW 12X32 GP Prospera 2 GEB      ;CS;FERT;P;SS;1000;45
2727;#N/D!;83731774;ORK ULT NW 12X32 GP Prospera 2 GEB      ;CS;FERT;P;SS;1000;0
2725;#N/D!;83731774;ORK ULT NW 12X32 GP Prospera 2 GEB      ;CS;FERT;P;SS;1000;45
2725;#N/D!;83731775;ORK ULT NW 12X24 QP Prospera 2 GEB      ;CS;FERT;P;SS;1000;45
2727;2621;83731775;ORK ULT NW 12X24 QP Prospera 2 GEB      ;CS;FERT;F;SS;1000;0
2621;2725;83731775;ORK ULT NW 12X24 QP Prospera 2 GEB      ;CS;FERT;F;SS;1000;45
2621;2725;83731776;ORK ULT NW 16X12 VP Prospera 2 GEB      ;CS;FERT;P;SS;1000;81
2727;2621;83731776;ORK ULT NW 16X12 VP Prospera 2 GEB      ;CS;FERT;F;SS;1000;0
2725;#N/D!;83731776;ORK ULT NW 16X12 VP Prospera 2 GEB      ;CS;FERT;P;SS;1000;81
2751;4850;83731777;ORK ULT NW 15x12 VP Prosp 2 S5AB BUD    ;CS;FERT;P;SS;1000;72
4850;#N/D!;83731777;ORK ULT NW 15x12 VP Prosp 2 S5AB BUD    ;CS;FERT;P;SS;1000;72
2727;2621;83731777;ORK ULT NW 15x12 VP Prosp 2 S5AB BUD    ;CS;FERT;F;SS;1000;0
2621;2751;83731777;ORK ULT NW 15x12 VP Prosp 2 S5AB BUD    ;CS;FERT;P;SS;1000;72
2727;2621;83731778;ORK ULT NW 12x22 QR Prosp 2 S5AB BUD    ;CS;FERT;F;SS;1000;54
4850;#N/D!;83731778;ORK ULT NW 12x22 QR Prosp 2 S5AB BUD    ;CS;FERT;P;SS;1000;54
2621;2751;83731778;ORK ULT NW 12x22 QR Prosp 2 S5AB BUD    ;CS;FERT;P;SS;1000;54
2751;4850;83731778;ORK ULT NW 12x22 QR Prosp 2 S5AB BUD    ;CS;FERT;P;SS;1000;54
2727;0;83731786;ORK ULT RW Fresh 12X32 QP Prospera BUD  ;CS;FERT;F;SS;1000;0
2727;0;83731787;ORK ULT RW 12X46 GP Prospera BUD        ;CS;FERT;F;SS;1000;0
2727;0;83731788;ORK ULT RW 12X34 QP Prospera BUD        ;CS;FERT;F;SS;1000;0
2727;0;83731789;ORK ULT RW 12X18 VP Prospera 2 BUD      ;CS;FERT;F;SS;1000;0
2727;0;83731790;ORK ULT LW 12X26 QP Plus Prospera 2 BUD ;CS;FERT;F;SS;1000;0
2727;0;83731791;ORK ULT LW Fresh 12X24 QP Prospera 2 BUD;CS;FERT;F;SS;1000;0
2727;0;83731792;ORK ULT LW 12X36 GP Prospera 2 BUD      ;CS;FERT;F;SS;1000;0
2727;0;83731793;ORK ULT LW 16X14 VP Prospera 2 BUD      ;CS;FERT;F;SS;1000;0
2727;0;83731794;ORK ULT NW 12X32 GP Prospera 2 BUD      ;CS;FERT;F;SS;1000;0
2727;0;83731795;ORK ULT NW 12X24 QP Prospera 2 BUD      ;CS;FERT;F;SS;1000;0
2727;0;83731796;ORK ULT NW 16X12 VP Prospera 2 BUD      ;CS;FERT;F;SS;1000;0
2727;#N/D!;83731861;ORK ULT RW 24X14 BIM Prospera 2 BUD S   ;CS;FERT;P;SS;1000;0
2621;2727;83731861;ORK ULT RW 24X14 BIM Prospera 2 BUD S   ;CS;FERT;P;SS;1000;0
2727;#N/D!;83731952;Orkid Primavera 40x2                    ;CS;FERT;P;SS;1000;108
2621;2727;83731952;Orkid Primavera 40x2                    ;CS;FERT;F;SS;1000;0
2727;#N/D!;83732273;Orkid Platinum VP SRP                   ;CS;FERT;P;SS;1000;63
2621;2727;83732273;Orkid Platinum VP SRP                   ;CS;FERT;P;SS;1000;63
2621;2727;83732274;Orkid Ultra Extra VP SRP                ;CS;FERT;P;SS;1000;72
2727;#N/D!;83732274;Orkid Ultra Extra VP SRP                ;CS;FERT;P;SS;1000;72
2621;2725;83732337;ORK ULT RW 12X34 QP Prospera 3 GEB      ;CS;FERT;F;SS;1000;54
2725;#N/D!;83732337;ORK ULT RW 12X34 QP Prospera 3 GEB      ;CS;FERT;P;SS;1000;54
2727;2621;83732337;ORK ULT RW 12X34 QP Prospera 3 GEB      ;CS;FERT;F;SS;1000;0
2727;2621;83732338;ORK ULT RW 12X46 GP Prospera 3 GEB      ;CS;FERT;F;SS;1000;0
2725;#N/D!;83735444;ORK ULT NW 32x9 SP BIM Prospera 3 GEB   ;CS;FERT;P;SS;1000;60
2727;2621;83735444;ORK ULT NW 32x9 SP BIM Prospera 3 GEB   ;CS;FERT;F;SS;1000;0
2621;2725;83735443;ORK ULT RW 36X12 BIM Prospera 3 GEB     ;CS;FERT;F;SS;1000;48
2727;2621;83735443;ORK ULT RW 36X12 BIM Prospera 3 GEB     ;CS;FERT;F;SS;1000;0
2725;#N/D!;83735443;ORK ULT RW 36X12 BIM Prospera 3 GEB     ;CS;FERT;P;SS;1000;48
2621;2725;83735444;ORK ULT NW 32x9 SP BIM Prospera 3 GEB   ;CS;FERT;F;SS;1000;60
2727;2621;83735445;ORK ULT RW 20x10 SP FC01 BIM GEB        ;CS;FERT;F;SS;1000;0
2751;9979;83735450;ORK THK NW 8x28 CPM iPad 2.0 TK BUD     ;CS;FERT;F;SS;1000;42
4850;#N/D!;83735450;ORK THK NW 8x28 CPM iPad 2.0 TK BUD     ;CS;FERT;P;SS;1000;42
2621;2751;83735450;ORK THK NW 8x28 CPM iPad 2.0 TK BUD     ;CS;FERT;F;SS;1000;42
2727;#N/D!;83735441;ORK ULT RW 12x38 GP FC01 CRA T&H-S      ;CS;FERT;P;SS;1000;0
2621;2727;83735441;ORK ULT RW 12x38 GP FC01 CRA T&H-S      ;CS;FERT;F;SS;1000;0
2727;#N/D!;83735440;ORK ULT LW 8x32 GP FC01 CRA T&H-S       ;CS;FERT;P;SS;1000;0
2621;2727;83735440;ORK ULT LW 8x32 GP FC01 CRA T&H-S       ;CS;FERT;F;SS;1000;0
2621;2727;83735439;ORK ULT NW 12x28 GP FC01 CRA T&H-S      ;CS;FERT;F;SS;1000;0
2727;#N/D!;83735439;ORK ULT NW 12x28 GP FC01 CRA T&H-S      ;CS;FERT;P;SS;1000;0
2621;2751;83735403;ORKID PAM REG DEO ONMM 10X40 ARI CR TH  ;CS;FERT;F;SS;1000;120
2751;4853;83735403;ORKID PAM REG DEO ONMM 10X40 ARI CR TH  ;CS;FERT;F;SS;1000;120
4853;#N/D!;83735403;ORKID PAM REG DEO ONMM 10X40 ARI CR TH  ;CS;FERT;P;SS;1000;120
2621;2751;83735402;ORKID PAM REG ONMM 4X80 ARI CR TH       ;CS;FERT;F;SS;1000;150
4850;#N/D!;83735454;ORK THK NW 30X7 CPM iPad 2.0 TK BUD     ;CS;FERT;P;SS;1000;42
2751;9979;83735454;ORK THK NW 30X7 CPM iPad 2.0 TK BUD     ;CS;FERT;F;SS;1000;42
2621;2751;83735454;ORK THK NW 30X7 CPM iPad 2.0 TK BUD     ;CS;FERT;F;SS;1000;42
2621;2751;83735459;ORK THK NW 30X7 CPM iPad 2.0 TK BOR BCP ;CS;FERT;F;SS;1000;42
5053;#N/D!;83735459;ORK THK NW 30X7 CPM iPad 2.0 TK BOR BCP ;CS;FERT;P;SS;1000;42
2751;9979;83735459;ORK THK NW 30X7 CPM iPad 2.0 TK BOR BCP ;CS;FERT;F;SS;1000;42
4853;#N/D!;83735459;ORK THK NW 30X7 CPM iPad 2.0 TK BOR BCP ;CS;FERT;P;SS;1000;0
2751;9979;83735460;ORK THK NW 8x28 CPM iPad 2.0 TK BOR BCP ;CS;FERT;F;SS;1000;42
2621;2751;83735460;ORK THK NW 8x28 CPM iPad 2.0 TK BOR BCP ;CS;FERT;F;SS;1000;42
4853;#N/D!;83735460;ORK THK NW 8x28 CPM iPad 2.0 TK BOR BCP ;CS;FERT;P;SS;1000;0
5053;#N/D!;83735460;ORK THK NW 8x28 CPM iPad 2.0 TK BOR BCP ;CS;FERT;P;SS;1000;42
2727;#N/D!;83735463;Orkid BIM SRP DC                        ;CS;FERT;P;SS;1000;0
2621;2727;83735463;Orkid BIM SRP DC                        ;CS;FERT;F;SS;1000;0
2621;2751;83735542;ORKID PAM REG ONMM RPW 6X20 ARI CR TH   ;CS;FERT;F;SS;1000;341
4853;#N/D!;83735542;ORKID PAM REG ONMM RPW 6X20 ARI CR TH   ;CS;FERT;P;SS;1000;341
2751;4853;83735542;ORKID PAM REG ONMM RPW 6X20 ARI CR TH   ;CS;FERT;F;SS;1000;341
2751;4853;83735543;ORKID PAM REG ONMM RPW 5X48 ARI CR TH   ;CS;FERT;F;SS;1000;198
4853;#N/D!;83735543;ORKID PAM REG ONMM RPW 5X48 ARI CR TH   ;CS;FERT;P;SS;1000;198
2621;2751;83735543;ORKID PAM REG ONMM RPW 5X48 ARI CR TH   ;CS;FERT;F;SS;1000;198
2727;2621;83735543;ORKID PAM REG ONMM RPW 5X48 ARI CR TH   ;CS;FERT;F;SS;1000;0
2751;4853;83735402;ORKID PAM REG ONMM 4X80 ARI CR TH       ;CS;FERT;F;SS;1000;150
2751;9979;83735364;ORKID SIM oval SF 18X20 ARI BR SRP      ;CS;FERT;F;SS;1000;200
2751;9979;83735365;ORKID SIM oval SF 15X40 ARI BR SRP      ;CS;FERT;F;SS;1000;140
2751;9979;83735366;ORKID SIM oval SF 15X60 ARI BR SRP      ;CS;FERT;F;SS;1000;100
2751;9979;83735367;ORKID SIM offset NML 18X20 ARI BR SRP   ;CS;FERT;F;SS;1000;200
2751;9979;83735368;ORKID SIM offset NML 15X40 ARI BR SRP   ;CS;FERT;F;SS;1000;140
2727;2621;83735368;ORKID SIM offset NML 15X40 ARI BR SRP   ;CS;FERT;F;SS;1000;0
2751;9979;83735369;ORKID SIM offset NML 15X60 ARI BR SRP   ;CS;FERT;F;SS;1000;100
2727;2621;83735369;ORKID SIM offset NML 15X60 ARI BR SRP   ;CS;FERT;F;SS;1000;0
2751;9979;83735370;ORKID PVA REG 18X18 ARI BR SRP          ;CS;FERT;F;SS;1000;150
5053;#N/D!;83735371;ORKID PVA REG DEO 18X18 ARI BR  SRP     ;CS;FERT;P;SS;1000;150
2751;9979;83735371;ORKID PVA REG DEO 18X18 ARI BR  SRP     ;CS;FERT;F;SS;1000;150
2621;2751;83735371;ORKID PVA REG DEO 18X18 ARI BR  SRP     ;CS;FERT;F;SS;1000;150
2751;9979;83735372;ORKID PVA REG DEO 8X34 ARI BR  SRP      ;CS;FERT;F;SS;1000;200
2727;2621;83735373;ORKID PVA REG DEO 10X40 ARI BR  SRP     ;CS;FERT;F;SS;1000;0
2751;9979;83735373;ORKID PVA REG DEO 10X40 ARI BR  SRP     ;CS;FERT;F;SS;1000;120
4850;4853;83735374;ORKID PAM REG ONMM RPW 10X28 ARI CR TH  ;CS;FERT;F;SS;1000;165
2751;4853;83735374;ORKID PAM REG ONMM RPW 10X28 ARI CR TH  ;CS;FERT;F;SS;1000;165
2751;4853;83735375;ORKID CBO LNG ONMM 14X16 ARI CR TH      ;CS;FERT;F;SS;1000;126
2751;4853;83735376;ORKID CBO LNG ONMM 8X32 ARI CR TH       ;CS;FERT;F;SS;1000;108
2621;2751;83735377;ORKID PAM REG ONMM 10X20 ARI BR SRP     ;CS;FERT;F;SS;1000;200
2751;9979;83735377;ORKID PAM REG ONMM 10X20 ARI BR SRP     ;CS;FERT;F;SS;1000;200
5053;#N/D!;83735377;ORKID PAM REG ONMM 10X20 ARI BR SRP     ;CS;FERT;P;SS;1000;200
2621;2751;83735378;ORKID PAM REG ONMM  10X40 ARI BR SRP    ;CS;FERT;F;SS;1000;120
5053;#N/D!;83735378;ORKID PAM REG ONMM  10X40 ARI BR SRP    ;CS;FERT;P;SS;1000;120
2751;9979;83735378;ORKID PAM REG ONMM  10X40 ARI BR SRP    ;CS;FERT;F;SS;1000;120
2621;2751;83735379;ORKID PAM REG ONMM  4X80 ARI BR SRP     ;CS;FERT;F;SS;1000;150
2751;9979;83735379;ORKID PAM REG ONMM  4X80 ARI BR SRP     ;CS;FERT;F;SS;1000;150
5053;#N/D!;83735379;ORKID PAM REG ONMM  4X80 ARI BR SRP     ;CS;FERT;P;SS;1000;150
2751;9979;83735380;ORKID PAM REG DEO ONMM 10X40 ARI BR SRP ;CS;FERT;F;SS;1000;120
5053;#N/D!;83735380;ORKID PAM REG DEO ONMM 10X40 ARI BR SRP ;CS;FERT;P;SS;1000;120
2621;2751;83735380;ORKID PAM REG DEO ONMM 10X40 ARI BR SRP ;CS;FERT;F;SS;1000;120
2621;2727;83735384;Orkid Sensitive Shipper v2              ;CS;FERT;F;SS;1000;0
2727;#N/D!;83735384;Orkid Sensitive Shipper v2              ;CS;FERT;P;SS;1000;0
2751;4853;83735400;ORKID PAM REG ONMM 10X20 ARI CR TH      ;CS;FERT;F;SS;1000;200
2621;2751;83735400;ORKID PAM REG ONMM 10X20 ARI CR TH      ;CS;FERT;F;SS;1000;200
4853;#N/D!;83735400;ORKID PAM REG ONMM 10X20 ARI CR TH      ;CS;FERT;P;SS;1000;200
2621;2751;83735401;ORKID PAM REG ONMM 10X40 ARI CR TH      ;CS;FERT;F;SS;1000;120
4853;#N/D!;83735401;ORKID PAM REG ONMM 10X40 ARI CR TH      ;CS;FERT;P;SS;1000;120
2751;4853;83735401;ORKID PAM REG ONMM 10X40 ARI CR TH      ;CS;FERT;F;SS;1000;120
4853;#N/D!;83735402;ORKID PAM REG ONMM 4X80 ARI CR TH       ;CS;FERT;P;SS;1000;150
2725;#N/D!;83735613;Orkid THK RW 24x10 SP CPM LARA GEB      ;CS;FERT;P;SS;1000;50
2727;2621;83736024;ORK ULT RW 16x14 VP FC01 GEB            ;CS;FERT;F;SS;1000;0
2725;#N/D!;83736025;ORK ULT NW 12x10 VP FC01 GEB            ;CS;FERT;P;SS;1000;99
2621;2725;83736025;ORK ULT NW 12x10 VP FC01 GEB            ;CS;FERT;F;SS;1000;99
2727;2621;83736025;ORK ULT NW 12x10 VP FC01 GEB            ;CS;FERT;F;SS;1000;0
2621;2727;83736091;Orkid Light 40CT+60CT ARI BP            ;CS;FERT;F;SS;1000;0
2727;#N/D!;83736091;Orkid Light 40CT+60CT ARI BP            ;CS;FERT;P;SS;1000;0
2727;#N/D!;83736115;BIM SRP VP                              ;CS;FERT;P;SS;1000;0
2621;2727;83736115;BIM SRP VP                              ;CS;FERT;F;SS;1000;0
2727;#N/D!;83736186;ORKID ULTRA EXTRA SRP LARA              ;CS;FERT;P;SS;1000;0
2621;2727;83736186;ORKID ULTRA EXTRA SRP LARA              ;CS;FERT;F;SS;1000;0
2727;#N/D!;83736201;ORKID BIM SRP LARA                      ;CS;FERT;P;SS;1000;0
2621;2727;83736201;ORKID BIM SRP LARA                      ;CS;FERT;F;SS;1000;0
2727;#N/D!;83736218;ORKID ULTRA EXTRA LW QP + PLATINUM NW SP;CS;FERT;P;SS;1000;0
2621;2727;83736218;ORKID ULTRA EXTRA LW QP + PLATINUM NW SP;CS;FERT;F;SS;1000;0
2621;2727;83736219;ORKID ULTRA EXTRA NW QP + PLATINUM NW SP;CS;FERT;F;SS;1000;0
2727;#N/D!;83736219;ORKID ULTRA EXTRA NW QP + PLATINUM NW SP;CS;FERT;P;SS;1000;0
2727;#N/D!;83736223;ORKID PLATINUM LARA NW QP + LW SP GEB   ;CS;FERT;P;SS;1000;0
2621;2727;83736223;ORKID PLATINUM LARA NW QP + LW SP GEB   ;CS;FERT;F;SS;1000;0
2621;2727;83736358;ORKID PLATINUM VP SRP LARA              ;CS;FERT;F;SS;1000;0
2727;#N/D!;83736358;ORKID PLATINUM VP SRP LARA              ;CS;FERT;P;SS;1000;0
2621;2727;83736445;BIM SRP                                 ;CS;FERT;F;SS;1000;0
2727;#N/D!;83736445;BIM SRP                                 ;CS;FERT;P;SS;1000;0
2621;2727;83736452;ORKID PLATINUM NW QP + NW VP            ;CS;FERT;F;SS;1000;0
2727;#N/D!;83736452;ORKID PLATINUM NW QP + NW VP            ;CS;FERT;P;SS;1000;0
2621;2727;83736453;ORKID PLATINUM LW QP + NW VP            ;CS;FERT;F;SS;1000;0
2727;#N/D!;83736453;ORKID PLATINUM LW QP + NW VP            ;CS;FERT;P;SS;1000;0
2621;2727;83736454;ORKID ULTRA EXTRA LW QP + PLATINUM NW VP;CS;FERT;F;SS;1000;0
2727;#N/D!;83736454;ORKID ULTRA EXTRA LW QP + PLATINUM NW VP;CS;FERT;P;SS;1000;0
2727;#N/D!;83736455;ORKID ULTRA EXTRA NW QP + PLATINUM NW VP;CS;FERT;P;SS;1000;0
2621;2727;83736455;ORKID ULTRA EXTRA NW QP + PLATINUM NW VP;CS;FERT;F;SS;1000;0
2727;#N/D!;83736460;SENS ML LINER SHIPPER                   ;CS;FERT;P;SS;1000;0
2621;2727;83736460;SENS ML LINER SHIPPER                   ;CS;FERT;F;SS;1000;0
4850;#N/D!;83736481;ORK MIX 70X(3+3+1) POME TK              ;CS;FERT;P;SS;1000;0
2751;4850;83736481;ORK MIX 70X(3+3+1) POME TK              ;CS;FERT;P;SS;1000;0
4850;#N/D!;83736482;ORK MIX 200X(2+1+1) POMC TK             ;CS;FERT;P;SS;1000;0
2751;4850;83736482;ORK MIX 200X(2+1+1) POMC TK             ;CS;FERT;P;SS;1000;0
2727;#N/D!;83736509;SENS ML SHIPPER                         ;CS;FERT;P;SS;1000;0
2621;2727;83736509;SENS ML SHIPPER                         ;CS;FERT;F;SS;1000;0
2621;2727;83736530;ORKID BIM SRP LARA                      ;CS;FERT;F;SS;1000;0
2727;#N/D!;83736530;ORKID BIM SRP LARA                      ;CS;FERT;P;SS;1000;0
2621;2725;83736024;ORK ULT RW 16x14 VP FC01 GEB            ;CS;FERT;F;SS;1000;81
2621;2725;83735613;Orkid THK RW 24x10 SP CPM LARA GEB      ;CS;FERT;F;SS;1000;50
2725;#N/D!;83735614;Orkid THK RW 8x42 QP CPM LARA GEB       ;CS;FERT;P;SS;1000;40
2621;2725;83735614;Orkid THK RW 8x42 QP CPM LARA GEB       ;CS;FERT;F;SS;1000;40
2725;#N/D!;83735615;Orkid THK LW 24x8 SP CPM LARA GEB       ;CS;FERT;P;SS;1000;50
2621;2725;83735615;Orkid THK LW 24x8 SP CPM LARA GEB       ;CS;FERT;F;SS;1000;50
2621;2725;83735616;Orkid THK LW 8x34 QP CPM LARA GEB       ;CS;FERT;F;SS;1000;35
2725;#N/D!;83735616;Orkid THK LW 8x34 QP CPM LARA GEB       ;CS;FERT;P;SS;1000;35
2751;9979;83735617;ORK THK NW 8x28 CPM iPad 2.0 LARA BUD   ;CS;FERT;F;SS;1000;42
4850;#N/D!;83735617;ORK THK NW 8x28 CPM iPad 2.0 LARA BUD   ;CS;FERT;P;SS;1000;42
2621;2751;83735617;ORK THK NW 8x28 CPM iPad 2.0 LARA BUD   ;CS;FERT;F;SS;1000;42
2621;2751;83735620;ORK THK NW 30X7 CPM iPad 2.0 LARA BUD   ;CS;FERT;F;SS;1000;42
2751;9979;83735620;ORK THK NW 30X7 CPM iPad 2.0 LARA BUD   ;CS;FERT;F;SS;1000;42
4850;#N/D!;83735620;ORK THK NW 30X7 CPM iPad 2.0 LARA BUD   ;CS;FERT;P;SS;1000;42
2727;#N/D!;83735632;ORK ULT RW 12x38 GP FC01 LARA GEB       ;CS;FERT;P;SS;1000;0
2727;#N/D!;83735637;ORK ULT RW 16x16 VP FC01 LARA GEB       ;CS;FERT;P;SS;1000;0
2727;2621;83735638;ORK ULT LW 24x7 SP FC01 LARA GEB        ;CS;FERT;F;SS;1000;0
2727;#N/D!;83735640;ORK ULT LW 12x26 QP FC01 LARA GEB       ;CS;FERT;P;SS;1000;0
2727;#N/D!;83735641;ORK ULT NW 24x6 SP FC01 LARA GEB        ;CS;FERT;P;SS;1000;0
2727;#N/D!;83735642;ORK ULT NW 12x12 VP FC01 LARA GEB       ;CS;FERT;P;SS;1000;0
2751;4853;83735643;ORK ULT NW 16x12 VP FC01 LARA S5AB CRA  ;CS;FERT;F;SS;1000;70
2621;2751;83735643;ORK ULT NW 16x12 VP FC01 LARA S5AB CRA  ;CS;FERT;F;SS;1000;70
4853;#N/D!;83735643;ORK ULT NW 16x12 VP FC01 LARA S5AB CRA  ;CS;FERT;P;SS;1000;70
2621;2751;83735644;ORK ULT NW 24x6 SP FC01 LARA S5AB CRA   ;CS;FERT;F;SS;1000;84
2751;4853;83735644;ORK ULT NW 24x6 SP FC01 LARA S5AB CRA   ;CS;FERT;F;SS;1000;84
4853;#N/D!;83735644;ORK ULT NW 24x6 SP FC01 LARA S5AB CRA   ;CS;FERT;P;SS;1000;84
2621;2751;83735645;ORK ULT NW 12x22 QP FC01 S5AB CRA       ;CS;FERT;F;SS;1000;60
2751;4853;83735645;ORK ULT NW 12x22 QP FC01 S5AB CRA       ;CS;FERT;F;SS;1000;60
4853;#N/D!;83735645;ORK ULT NW 12x22 QP FC01 S5AB CRA       ;CS;FERT;P;SS;1000;60
2727;2621;83735716;ORK ULT NW 12x22 QP FC01 LARA GEB       ;CS;FERT;F;SS;1000;0
2727;#N/D!;83735717;ORK ULT NW 12x28 GP FC01 LARA GEB       ;CS;FERT;P;SS;1000;0
2727;2621;83735719;ORK ULT RW 20x10 SP FC01 LARA BIM GEB   ;CS;FERT;F;SS;1000;0
2727;2621;83735917;ORK ULT RW 36X12 BIM LARA GEB           ;CS;FERT;F;SS;1000;0
2725;#N/D!;83735917;ORK ULT RW 36X12 BIM LARA GEB           ;CS;FERT;P;SS;1000;48
2621;2725;83735917;ORK ULT RW 36X12 BIM LARA GEB           ;CS;FERT;F;SS;1000;48
2727;2621;83735918;ORK ULT NW 32x9 SP BIM LARA GEB         ;CS;FERT;F;SS;1000;0
2621;2725;83735918;ORK ULT NW 32x9 SP BIM LARA GEB         ;CS;FERT;F;SS;1000;60
2725;#N/D!;83735918;ORK ULT NW 32x9 SP BIM LARA GEB         ;CS;FERT;P;SS;1000;60
2727;#N/D!;83735924;Orkid Platinum LW QP + NW SP            ;CS;FERT;P;SS;1000;0
2621;2727;83735924;Orkid Platinum LW QP + NW SP            ;CS;FERT;F;SS;1000;0
2725;#N/D!;83736024;ORK ULT RW 16x14 VP FC01 GEB            ;CS;FERT;P;SS;1000;81
2621;2751;83735156;ORK ULT LW 8x32 GP FC01 CRA T&H         ;CS;FERT;F;SS;1000;72
2621;#N/D!;83733974;Orkid Platinum NW QP+ LW SP FC01        ;CS;FERT;P;SS;1000;0
4850;#N/D!;83734111;ALW ULT MIX 200x(2+1+1) TK              ;CS;FERT;P;SS;1000;0
2751;4850;83734111;ALW ULT MIX 200x(2+1+1) TK              ;CS;FERT;P;SS;1000;0
2751;4850;83734517;ORK ULT NW 24X7 SP Prospera 3 BUD       ;CS;FERT;P;SS;1000;0
4850;#N/D!;83734517;ORK ULT NW 24X7 SP Prospera 3 BUD       ;CS;FERT;P;SS;1000;0
2621;2751;83734517;ORK ULT NW 24X7 SP Prospera 3 BUD       ;CS;FERT;P;SS;1000;0
2727;#N/D!;83734574;ORKID PHARMA BOX                        ;CS;FERT;P;SS;1000;0
2621;2727;83734574;ORKID PHARMA BOX                        ;CS;FERT;F;SS;1000;0
2727;#N/D!;83734576;ORK ULT FC01 RW QP + NW VP C4           ;CS;FERT;P;SS;1000;0
2621;2727;83734576;ORK ULT FC01 RW QP + NW VP C4           ;CS;FERT;F;SS;1000;0
2727;#N/D!;83734577;ORK ULT FC01 NW GP + RW VP              ;CS;FERT;P;SS;1000;0
2621;#N/D!;83734577;ORK ULT FC01 NW GP + RW VP              ;CS;FERT;P;SS;1000;0
2621;2725;83734775;ORK ULT RW 12X34 QP Lara GEB            ;CS;FERT;F;SS;1000;54
2725;#N/D!;83734775;ORK ULT RW 12X34 QP Lara GEB            ;CS;FERT;P;SS;1000;54
2725;#N/D!;83734776;ORK ULT RW 12X46 GP Lara GEB            ;CS;FERT;P;SS;1000;36
2621;2725;83734776;ORK ULT RW 12X46 GP Lara GEB            ;CS;FERT;F;SS;1000;36
2621;2725;83734777;ORK ULT RW 16X10 SP Lara GEB            ;CS;FERT;F;SS;1000;132
