Location;Product;Date;Customer;Quantity
2621;83733884;20170401;CARREFOUR A.S.(GEBZE).DEPO-1;20,3
2621;83733884;20170401;CARREFOUR A.S.(TORBALI).DEPO-1;1,4
2621;83733884;20170401;ECZACIBASI-HAKAN LOJISTIK;16,1
2621;83733884;20170401;HEDEF GIDA PZ. DAG SAN VE TIC;17,5
2621;83733884;20170401;HEDEF HADIMKOY;42
2621;83733884;20170401;MAKRO MARKET A.S. (KONYA);1,4
2621;83733884;20170401;MAKRO MARKET A.S.(MERSIN);0,7
2621;83733884;20170401;MAKRO MARKET A.S.(SAMSUN);3,5
2621;83733884;20170401;METRO GROS. B.KOY.ALIS.HIZ.TIC;0,7
2621;83733884;20170401;MIGROS A.S.-(GEBZE MERKEZ XDOC;14,7
2621;83733884;20170401;MIGROS A.S.-(SARAY ANKARA);6,3
2621;83733884;20170401;MIGROS ANTALYA SERIK DEPO;7
2621;83733884;20170401;MIGROS AS-(PINARBASI) (TANSAS);9,1
2621;83733884;20170401;MIGROS ERZURUM DEPO;3,5
2621;83733884;20170401;MIGROS ESENYURT DAG.MERK.;20,3
2621;83733884;20170401;OZGUN GIDA KOZMETIK VE DAG. AS;10,5
2621;83733884;20170401;OZGUN GIDA SN. AS.-2-KAYSERI;5,6
2621;83733884;20170401;OZGUN KOZM. GIDA SAN AS.-ANKAR;35
2621;83733884;20170401;OZGUN KOZM. GIDA SAN. AS.-SAMS;9,1
2621;83733884;20170401;REAL H.MAR.ZIN.A.S # EKOL (GE;0,7
2621;83733884;20170401;SECKIN ONUR PAZ.SN.TIC.AS-BURS;77
2621;83733884;20170401;SUMER LOGISTIK SAN TIC. AS-ERZ;5,6
2621;83733884;20170401;SUMER LOJISTIK SAN.TC.AS-MARDI;11,9
2621;83733884;20170401;TESCO KIPA KITLE PAZARLAMA TIC;14
2621;83733884;20170401;YONTEM KOZMETIK ANONIM SIRKETI;302,4
2621;83733885;20170401;ADNAN ANTEP;129,99
2621;83733885;20170401;ADNAN TIC.PAZ. AS-MALATYA;17,332
2621;83733885;20170401;ADNAN TIC.PAZ. AS-MERSIN;8,666
2621;83733885;20170401;AYKANLAR-ADESE ANKARA;10,8325
2621;83733885;20170401;AYKANLAR-HPK;4,7663
2621;83733885;20170401;AYKANLAR-PHL;6,4995
2621;83733885;20170401;BEGENDIK ANKARA;15,1655
2621;83733885;20170401;CARREFOUR A.S.(SAMSUN).DEPO-1;6,9328
2621;83733885;20170401;HEDEF GIDA PZ. DAG SAN VE TIC;64,995
2621;83733885;20170401;HEDEF GIDA PZ. DAG SAN VE TIC;12,999
2621;83733885;20170401;HEDEF HADIMKOY;82,327
2621;83733885;20170401;MAKRO MARKET A.S. (ANKARA);21,665
2621;83733885;20170401;METRO GROS. B.KOY.ALIS.HIZ.TIC;48,9629
2621;83733885;20170401;MIGROS A.S.-(GEBZE MERKEZ DEPO;60,662
2621;83733885;20170401;MIGROS A.S.-(GEBZE MERKEZ XDOC;97,0592
2621;83733885;20170401;MIGROS A.S.-(SARAY ANKARA);102,6921
2621;83733885;20170401;MIGROS ANTALYA SERIK DEPO;52,4293
2621;83733885;20170401;MIGROS AS-(PINARBASI) (TANSAS);134,323
2621;83733885;20170401;MIGROS ERZURUM DEPO;41,1635
2621;83733885;20170401;MIGROS ESENYURT DAG.MERK.;158,5878
2621;83733885;20170401;MIGROS MUGLA MERKEZ DEPO;51,5627
2621;83733885;20170401;MIGROS T.A.S.-ADANA;77,994
2621;83733885;20170401;OZGUN GIDA KOZMETIK VE DAG. AS;30,331
2621;83733885;20170401;OZGUN GIDA SN. AS.-2-KAYSERI;116,991
2621;83733885;20170401;OZGUN GIDA SN. AS.-ZONGULDAK;19,4985
2621;83733885;20170401;OZGUN KOZM. GIDA SAN AS.-ANKAR;85,7934
2621;83733885;20170401;OZGUN KOZM. GIDA SAN. AS.-SAMS;29,0311
2621;83733885;20170401;REAL H.MAR.ZIN.A.S # EKOL (GE;20,7984
2621;83733885;20170401;SECKIN ONUR PAZ.SN.TIC.AS-BURS;85,7934
2621;83733885;20170401;SECKIN ONUR PAZ.SN.TIC.AS-ESKI;85,7934
2621;83733885;20170401;SUMER LOGISTIK SAN TIC. AS-ERZ;34,664
2621;83733885;20170401;SUMER LOGISTIK SAN TIC. AS-VAN;4,333
2621;83733885;20170401;SUMER LOJISTIK SAN.TC.AS-MARDI;8,666
2621;83733885;20170401;TESCO KIPA KITLE PAZARLAMA TIC;55,4624
2621;83733885;20170401;YONTEM KOZMETIK ANONIM SIRKETI;686,3472
2621;83733886;20170401;ADNAN ANTEP;128
2621;83733886;20170401;ADNAN TIC.PAZ. AS-MALATYA;20
2621;83733886;20170401;AYKANLAR GD SN TIC.AS-KONYA;16
2621;83733886;20170401;AYKANLAR IZMIR YENI;86
2621;83733886;20170401;AYKANLAR-ADESE ANKARA;10
2621;83733886;20170401;AYKANLAR-HPK;3,6
2621;83733886;20170401;AYKANLAR-PHL;6
2621;83733886;20170401;BEGENDIK ANKARA;20
2621;83733886;20170401;CARREFOUR A.S.(ADANA).DEPO-1;33,6
2621;83733886;20170401;CARREFOUR A.S.(ANKARA).DEPO-1;2,4
2621;83733886;20170401;CARREFOUR A.S.(ANTALYA).DEPO-1;4,8
2621;83733886;20170401;CARREFOUR A.S.(GEBZE).DEPO-1;154,8
2621;83733886;20170401;CARREFOUR A.S.(SAMSUN).DEPO-1;9,2
2621;83733886;20170401;CARREFOUR A.S.(TORBALI).DEPO-1;17,2
2621;83733886;20170401;HEDEF GIDA PZ. DAG SAN VE TIC;30
2621;83733886;20170401;HEDEF GIDA PZ. DAG SAN VE TIC;12
2621;83733886;20170401;HEDEF HADIMKOY;288
2621;83733886;20170401;MAKRO MARKET A.S.(MERSIN);1,2
2621;83733886;20170401;METRO GROS. B.KOY.ALIS.HIZ.TIC;63,6
2621;83733886;20170401;MIGROS A.S.-(GEBZE MERKEZ DEPO;44
2621;83733886;20170401;MIGROS A.S.-(GEBZE MERKEZ XDOC;64
2621;83733886;20170401;MIGROS A.S.-(SARAY ANKARA);80,4
2621;83733886;20170401;MIGROS ANTALYA SERIK DEPO;34,4
2621;83733886;20170401;MIGROS AS-(PINARBASI) (TANSAS);93,2
2621;83733886;20170401;MIGROS ERZURUM DEPO;32
2621;83733886;20170401;MIGROS ESENYURT DAG.MERK.;130,8
2621;83733886;20170401;MIGROS MUGLA MERKEZ DEPO;39,6
2621;83733886;20170401;MIGROS T.A.S.-ADANA;65,6
2621;83733886;20170401;OZGUN GIDA KOZMETIK VE DAG. AS;44
2621;83733886;20170401;OZGUN GIDA SN. AS.-2-KAYSERI;113,6
2621;83733886;20170401;OZGUN GIDA SN. AS.-ZONGULDAK;44
2621;83733886;20170401;OZGUN KOZM. GIDA SAN AS.-ANKAR;215,6
2621;83733886;20170401;OZGUN KOZM. GIDA SAN. AS.-SAMS;29,2
2621;83733886;20170401;REAL H.MAR.ZIN.A.S # EKOL (GE;12
2621;83733886;20170401;SECKIN ONUR PAZ.SN.TIC.AS-BURS;216
2621;83733886;20170401;SOK ADANA DAGITIM MERKEZI;160
2621;83733886;20170401;SOK ANKARA-2 DAGITIM MERKEZI;72
2621;83733886;20170401;SOK ANTALYA DAGITIM MERKEZI;111,6
2621;83733886;20170401;SOK BURSA DEPO;72
2621;83733886;20170401;SOK CORLU DAGITIM MERKEZI;36
2621;83733886;20170401;SOK ERZURUM DAGITIM MERKEZI;76
2621;83733886;20170401;SOK ESENYURT 2 DAGITIM MERKEZI;72
2621;83733886;20170401;SOK ESKISEHIR DAGITIM MERKEZI;36
2621;83733886;20170401;SOK GEBZE 3 DAGITIM MERKEZI;128
2621;83733886;20170401;SOK IZMIR 2 DAGITIM MERKEZI;260
2621;83733886;20170401;SOK KAYSERI DEPO;98,8
2621;83733886;20170401;SOK MARKETLER T.A.S./ SOK BALI;104
2621;83733886;20170401;SOK MARKETLER TICARET A.S./ SO;118
2621;83733886;20170401;SOK MARKETLER TICARET A.S./ SO;100
2621;83733886;20170401;SOK MERSIN DAGITIM MERKEZI;76
2621;83733886;20170401;SOK MUGLA DAGITIM MERKEZI;100
2621;83733886;20170401;SOK SAMSUN DAGITIM MERKEZI;116
2621;83733886;20170401;SOK SERIK DAGITIM MERKEZI;144
2621;83733886;20170401;SOK TRABZON DEPO;22
2621;83733886;20170401;SOK YENIDOGAN DAGITIM MERKEZI;160
2621;83733886;20170401;SOK- AVRUPA ORTA DAGITIM MERKE;72
2621;83733886;20170401;SUMER LOGISTIK SAN TIC. AS-ERZ;16
2621;83733886;20170401;SUMER LOGISTIK SAN TIC. AS-VAN;12
2621;83733886;20170401;SUMER LOJISTIK SAN.TC.AS-MARDI;8
2621;83733886;20170401;TESCO KIPA KITLE PAZARLAMA TIC;36,8
2621;83733886;20170401;YONTEM KOZMETIK ANONIM SIRKETI;792
2621;83733887;20170401;ADNAN TIC.PAZ. AS-MERSIN;-0,9
2621;83733904;20170401;A101 ADANA;134,0325
2621;83733904;20170401;A101 AKINCI;42,55
2621;83733904;20170401;A101 AKSARAY;94,67375
2621;83733904;20170401;A101 AKYURT;63,825
2621;83733904;20170401;A101 ANADOLU;85,1
2621;83733904;20170401;A101 AYDIN;69,14375
2621;83733904;20170401;A101 BEYLIKDUZU;90,41875
2621;83733904;20170401;A101 BURSA;49,99625
2621;83733904;20170401;A101 BUYUKCEKMECE;42,55
2621;83733904;20170401;A101 DENIZLI;79,78125
2621;83733904;20170401;A101 DIYARBAKIR;121,2675
2621;83733904;20170401;A101 ELMADAG;187,22
2621;83733904;20170401;A101 ESKISEHIR;71,27125
2621;83733904;20170401;A101 FATIH;59,57
2621;83733904;20170401;A101 KAYSERI;106,375
2621;83733904;20170401;A101 KEMALPASA;109,56625
2621;83733904;20170401;A101 KONYA;31,9125
2621;83733904;20170401;A101 MENEMEN;84,03625
2621;83733904;20170401;A101 MERSIN;23,4025
2621;83733904;20170401;A101 SAKARYA;115,94875
2621;83733904;20170401;A101 SAMSUN;37,23125
2621;83733904;20170401;A101 SERIK ANT;70,2075
2621;83733904;20170401;A101 SISLI;63,825
2621;83733904;20170401;A101 TORBALI;15,95625
2621;83733904;20170401;A101 TRABZON;42,55
2621;83733904;20170401;A101 TRAKYA;51,06
2621;83733904;20170401;A101 TUZLA;18,08375
2621;83733904;20170401;A101 VAN;79,78125
2621;83733904;20170401;A101 ZONGULDAK;53,1875
2621;83733904;20170401;A101- BALIKESIR;69,14375
2621;83733904;20170401;A101- ERZURUM;87,2275
2621;83733904;20170401;A101- GAZIANTEP;31,9125
2621;83733904;20170401;A101- TOKAT;79,78125
2621;83734814;20170401;A101 ADANA;681,50403
2621;83734814;20170401;A101 AKINCI;177,44454
2621;83734814;20170401;A101 AKSARAY;378,28836
2621;83734814;20170401;A101 ANADOLU;218,39328
2621;83734814;20170401;A101 AYDIN;307,11555
2621;83734814;20170401;A101 BEYLIKDUZU;409,4874
2621;83734814;20170401;A101 BURSA;171,59472
2621;83734814;20170401;A101 BUYUKCEKMECE;287,61615
2621;83734814;20170401;A101 DENIZLI;472,86045
2621;83734814;20170401;A101 DIYARBAKIR;331,4898
2621;83734814;20170401;A101 DOSEMALTI ANT;526,4838
2621;83734814;20170401;A101 ELMADAG;373,41351
2621;83734814;20170401;A101 ESKISEHIR;177,44454
2621;83734814;20170401;A101 GEBZE;214,4934
2621;83734814;20170401;A101 KAYSERI;253,4922
2621;83734814;20170401;A101 KEMALPASA;510,88428
2621;83734814;20170401;A101 KONYA;19,4994
2621;83734814;20170401;A101 MENEMEN;1009,09395
2621;83734814;20170401;A101 MERSIN;388,03806
2621;83734814;20170401;A101 PENDIK;228,14298
2621;83734814;20170401;A101 SAKARYA;536,2335
2621;83734814;20170401;A101 SAMSUN;344,16441
2621;83734814;20170401;A101 SERIK ANT;384,13818
2621;83734814;20170401;A101 SISLI;848,2239
2621;83734814;20170401;A101 TORBALI;209,61855
2621;83734814;20170401;A101 TRABZON;220,34322
2621;83734814;20170401;A101 TUZLA;550,85805
2621;83734814;20170401;A101 VAN;190,11915
2621;83734814;20170401;A101 ZONGULDAK;215,46837
2621;83734814;20170401;A101- BALIKESIR;251,54226
2621;83734814;20170401;A101- ERZURUM;178,41951
2621;83734814;20170401;A101- GAZIANTEP;146,2455
2621;83734814;20170401;A101- TOKAT;466,03566
2621;83734835;20170401;ADNAN ANTEP;171
2621;83734835;20170401;AYKANLAR IZMIR YENI;81
2621;83734835;20170401;AYKANLAR KOZMETIK TICARET VE P;81
2621;83734835;20170401;BEGENDIK ANKARA;81
2621;83734835;20170401;CARREFOUR A.S.(ADANA).DEPO-1;61,5
2621;83734835;20170401;CARREFOUR A.S.(ANKARA).DEPO-1;51
2621;83734835;20170401;CARREFOUR A.S.(ANTALYA).DEPO-1;19,5
2621;83734835;20170401;CARREFOUR A.S.(GEBZE).DEPO-1;207
2621;83734835;20170401;CARREFOUR A.S.(SAMSUN).DEPO-1;16,5
2621;83734835;20170401;CARREFOUR A.S.(TORBALI).DEPO-1;55,5
2621;83734835;20170401;HEDEF GIDA PZ. DAG SAN VE TIC;138
2621;83734835;20170401;HEDEF GIDA PZ. DAG SAN VE TIC;15
2621;83734835;20170401;HEDEF HADIMKOY;510
2621;83734835;20170401;MAKRO MARKET A.S. # UYUM (ISTA;30
2621;83734835;20170401;MAKRO MARKET A.S.(MERSIN);4,5
2621;83734835;20170401;METRO GROS. B.KOY.ALIS.HIZ.TIC;6
2621;83734835;20170401;MIGROS A.S.-(GEBZE MERKEZ XDOC;115,5
2621;83734835;20170401;MIGROS A.S.-(SARAY ANKARA);61,5
2621;83734835;20170401;MIGROS ANTALYA SERIK DEPO;82,5
2621;83734835;20170401;MIGROS AS-(PINARBASI) (TANSAS);94,5
2621;83734835;20170401;MIGROS ESENYURT DAG.MERK.;142,5
2621;83734835;20170401;MIGROS MUGLA MERKEZ DEPO;37,5
2621;83734835;20170401;OZGUN KOZM. GIDA SAN AS.-ANKAR;243
2621;83734835;20170401;OZGUN KOZM. GIDA SAN. AS.-SAMS;273
2621;83734835;20170401;SECKIN ONUR PAZ.SN.TIC.AS-BURS;81
2621;83734835;20170401;SOK ADANA DAGITIM MERKEZI;60
2621;83734835;20170401;SOK ANTALYA DAGITIM MERKEZI;90
2621;83734835;20170401;SOK BURSA DEPO;30
2621;83734835;20170401;SOK ERZURUM DAGITIM MERKEZI;13,5
2621;83734835;20170401;SOK GEBZE 3 DAGITIM MERKEZI;60
2621;83734835;20170401;SOK KAYSERI DEPO;22,5
2621;83734835;20170401;SOK MARKETLER T.A.S./ SOK BALI;49,5
2621;83734835;20170401;SOK MARKETLER TICARET A.S./ SO;28,5
2621;83734835;20170401;SOK MARKETLER TICARET A.S./ SO;13,5
2621;83734835;20170401;SOK SAMSUN DAGITIM MERKEZI;13,5
2621;83734835;20170401;SOK TRABZON DEPO;13,5
2621;83734835;20170401;SOK YENIDOGAN DAGITIM MERKEZI;60
2621;83734835;20170401;SUMER LOGISTIK SAN TIC. AS-ERZ;49,5
2621;83734835;20170401;SUMER LOGISTIK SAN TIC. AS-VAN;30
2621;83734835;20170401;SUMER LOJISTIK SAN.TC.AS-MARDI;91,5
2621;83734835;20170401;TESCO KIPA KITLE PAZARLAMA TIC;27
2621;83734835;20170401;YONTEM KOZMETIK ANONIM SIRKETI;481,5
2621;83734836;20170401;CARREFOUR A.S.(GEBZE).DEPO-1;98,8
2621;83734836;20170401;OZGUN KOZM. GIDA SAN AS.-ANKAR;1198,9
2621;83734837;20170401;ADNAN ANTEP;132
2621;83734837;20170401;ADNAN TIC.PAZ. AS-MALATYA;125,4
2621;83734837;20170401;ADNAN TIC.PAZ. AS-MERSIN;191,4
2621;83734837;20170401;AYKANLAR GD SN TIC.AS-KONYA;118,8
2621;83734837;20170401;AYKANLAR IZMIR YENI;237,6
2621;83734837;20170401;AYKANLAR KOZMETIK TICARET VE P;118,8
2621;83734837;20170401;AYKANLAR-ADESE ANKARA;110
2621;83734837;20170401;AYKANLAR-HPK;56,1
2621;83734837;20170401;BIM / FILE ESENYURT YENI;220
2621;83734837;20170401;CARREFOUR A.S.(ADANA).DEPO-1;146,3
2621;83734837;20170401;CARREFOUR A.S.(ANKARA).DEPO-1;71,5
2621;83734837;20170401;CARREFOUR A.S.(ANTALYA).DEPO-1;37,4
2621;83734837;20170401;CARREFOUR A.S.(GEBZE).DEPO-1;430,1
2621;83734837;20170401;CARREFOUR A.S.(SAMSUN).DEPO-1;34,1
2621;83734837;20170401;CARREFOUR A.S.(TORBALI).DEPO-1;86,9
2621;83734837;20170401;HEDEF GIDA PZ. DAG SAN VE TIC;258,5
2621;83734837;20170401;HEDEF GIDA PZ. DAG SAN VE TIC;33
2621;83734837;20170401;HEDEF HADIMKOY;1247,4
2621;83734837;20170401;MAKRO MARKET A.S. # UYUM (ISTA;66
2621;83734837;20170401;MAKRO MARKET A.S. ANTALYA;11
2621;83734837;20170401;MAKRO MARKET A.S.(KAYSERI);3,3
2621;83734837;20170401;MAKRO MARKET A.S.(MERSIN);3,3
2621;83734837;20170401;MAKRO MARKET A.S.(SAMSUN);2,2
2621;83734837;20170401;METRO GROS. B.KOY.ALIS.HIZ.TIC;29,7
2621;83734837;20170401;MIGROS A.S.-(GEBZE MERKEZ XDOC;265,1
2621;83734837;20170401;MIGROS A.S.-(SARAY ANKARA);178,2
2621;83734837;20170401;MIGROS ANTALYA SERIK DEPO;97,9
2621;83734837;20170401;MIGROS AS-(PINARBASI) (TANSAS);235,4
2621;83734837;20170401;MIGROS ERZURUM DEPO;64,9
2621;83734837;20170401;MIGROS ESENYURT DAG.MERK.;271,7
2621;83734837;20170401;MIGROS MUGLA MERKEZ DEPO;128,7
2621;83734837;20170401;MIGROS T.A.S.-ADANA;171,6
2621;83734837;20170401;OZGUN GIDA KOZMETIK VE DAG. AS;59,4
2621;83734837;20170401;OZGUN GIDA SN. AS.-2-KAYSERI;129,8
2621;83734837;20170401;OZGUN GIDA SN. AS.-ZONGULDAK;118,8
2621;83734837;20170401;OZGUN KOZM. GIDA SAN AS.-ANKAR;534,6
2621;83734837;20170401;OZGUN KOZM. GIDA SAN. AS.-SAMS;367,4
2621;83734837;20170401;REAL H.MAR.ZIN.A.S # EKOL (GE;33
2621;83734837;20170401;SECKIN ONUR PAZ.SN.TIC.AS-BURS;237,6
2621;83734837;20170401;SECKIN ONUR PAZ.SN.TIC.AS-ESKI;118,8
2621;83734837;20170401;SECKIN ONUR PAZ.SN.TIC.AS-IZMI;118,8
2621;83734837;20170401;SOK ADANA DAGITIM MERKEZI;220
2621;83734837;20170401;SOK ANKARA-2 DAGITIM MERKEZI;158,4
2621;83734837;20170401;SOK ANTALYA DAGITIM MERKEZI;178,2
2621;83734837;20170401;SOK BURSA DEPO;105,6
2621;83734837;20170401;SOK CORLU DAGITIM MERKEZI;59,4
2621;83734837;20170401;SOK ERZURUM DAGITIM MERKEZI;99
2621;83734837;20170401;SOK ESENYURT 2 DAGITIM MERKEZI;59,4
2621;83734837;20170401;SOK ESKISEHIR DAGITIM MERKEZI;59,4
2621;83734837;20170401;SOK GEBZE 3 DAGITIM MERKEZI;178,2
2621;83734837;20170401;SOK IZMIR 2 DAGITIM MERKEZI;462
2621;83734837;20170401;SOK KAYSERI DEPO;158,4
2621;83734837;20170401;SOK MARKETLER T.A.S./ SOK BALI;151,8
2621;83734837;20170401;SOK MARKETLER TICARET A.S./ SO;151,8
2621;83734837;20170401;SOK MARKETLER TICARET A.S./ SO;158,4
2621;83734837;20170401;SOK MERSIN DAGITIM MERKEZI;132
2621;83734837;20170401;SOK MUGLA DAGITIM MERKEZI;165
2621;83734837;20170401;SOK SAMSUN DAGITIM MERKEZI;158,4
2621;83734837;20170401;SOK SERIK DAGITIM MERKEZI;59,4
2621;83734837;20170401;SOK YENIDOGAN DAGITIM MERKEZI;297
2621;83734837;20170401;SOK- AVRUPA ORTA DAGITIM MERKE;118,8
2621;83734837;20170401;SUMER LOGISTIK SAN TIC. AS-ERZ;70,4
2621;83734837;20170401;SUMER LOGISTIK SAN TIC. AS-VAN;31,9
2621;83734837;20170401;SUMER LOJISTIK SAN.TC.AS-MARDI;71,5
2621;83734837;20170401;TESCO KIPA KITLE PAZARLAMA TIC;99
2621;83734837;20170401;YONTEM KOZMETIK ANONIM SIRKETI;521,4
2621;83734838;20170401;CARREFOUR A.S.(ADANA).DEPO-1;32,2
2621;83734838;20170401;CARREFOUR A.S.(ANKARA).DEPO-1;16,8
2621;83734838;20170401;CARREFOUR A.S.(GEBZE).DEPO-1;116,2
2621;83734838;20170401;CARREFOUR A.S.(TORBALI).DEPO-1;8,4
2621;83734838;20170401;OZGUN KOZM. GIDA SAN AS.-ANKAR;658
2621;83734838;20170401;SECKIN ONUR PAZ.SN.TIC.AS-BURS;117,6
2621;83734838;20170401;SECKIN ONUR PAZ.SN.TIC.AS-IZMI;25,2
2621;83735006;20170401;ADNAN ANTEP;127,5
2621;83735006;20170401;ADNAN TIC.PAZ. AS-MALATYA;29,75
2621;83735006;20170401;ADNAN TIC.PAZ. AS-MERSIN;42,5
2621;83735006;20170401;AYKANLAR GD SN TIC.AS-KONYA;35,7
2621;83735006;20170401;AYKANLAR IZMIR YENI;12,75
2621;83735006;20170401;AYKANLAR-ADESE ANKARA;10,625
2621;83735006;20170401;AYKANLAR-HPK;2,55
2621;83735006;20170401;BEGENDIK ANKARA;17
2621;83735006;20170401;CARREFOUR A.S.(ANKARA).DEPO-1;6,375
2621;83735006;20170401;HEDEF GIDA PZ. DAG SAN VE TIC;127,5
2621;83735006;20170401;HEDEF GIDA PZ. DAG SAN VE TIC;25,5
2621;83735006;20170401;MAKRO MARKET A.S. (ANKARA);21,25
2621;83735006;20170401;MAKRO MARKET A.S. ANTALYA;2,125
2621;83735006;20170401;METRO GROS. B.KOY.ALIS.HIZ.TIC;81,6
2621;83735006;20170401;MIGROS A.S.-(GEBZE MERKEZ DEPO;63,75
2621;83735006;20170401;MIGROS A.S.-(GEBZE MERKEZ XDOC;93,5
2621;83735006;20170401;MIGROS A.S.-(SARAY ANKARA);117,3
2621;83735006;20170401;MIGROS ANTALYA SERIK DEPO;66,725
2621;83735006;20170401;MIGROS AS-(PINARBASI) (TANSAS);146,625
2621;83735006;20170401;MIGROS ERZURUM DEPO;43,775
2621;83735006;20170401;MIGROS ESENYURT DAG.MERK.;186,575
2621;83735006;20170401;MIGROS MUGLA MERKEZ DEPO;58,65
2621;83735006;20170401;MIGROS T.A.S.-ADANA;81,6
2621;83735006;20170401;OZGUN GIDA KOZMETIK VE DAG. AS;42,5
2621;83735006;20170401;OZGUN GIDA SN. AS.-2-KAYSERI;105,825
2621;83735006;20170401;OZGUN GIDA SN. AS.-ZONGULDAK;12,75
2621;83735006;20170401;OZGUN KOZM. GIDA SAN AS.-ANKAR;238
2621;83735006;20170401;OZGUN KOZM. GIDA SAN. AS.-SAMS;153
2621;83735006;20170401;REAL H.MAR.ZIN.A.S # EKOL (GE;34
2621;83735006;20170401;SECKIN ONUR PAZ.SN.TIC.AS-BURS;238
2621;83735006;20170401;SECKIN ONUR PAZ.SN.TIC.AS-ESKI;11,9
2621;83735006;20170401;SECKIN ONUR PAZ.SN.TIC.AS-IZMI;11,9
2621;83735006;20170401;SUMER LOGISTIK SAN TIC. AS-ERZ;19,55
2621;83735006;20170401;SUMER LOGISTIK SAN TIC. AS-VAN;6,8
2621;83735006;20170401;TESCO KIPA KITLE PAZARLAMA TIC;181,9
2621;83735122;20170401;A101 ADANA;776,6875
2621;83735122;20170401;A101 AKINCI;199,1975
2621;83735122;20170401;A101 AKSARAY;351,79375
2621;83735122;20170401;A101 AKYURT;73,1
2621;83735122;20170401;A101 ANADOLU;186,405
2621;83735122;20170401;A101 AYDIN;229,35125
2621;83735122;20170401;A101 BEYLIKDUZU;845,21875
2621;83735122;20170401;A101 BURSA;171,785
2621;83735122;20170401;A101 BUYUKCEKMECE;100,5125
2621;83735122;20170401;A101 DENIZLI;406,61875
2621;83735122;20170401;A101 DIYARBAKIR;256,76375
2621;83735122;20170401;A101 DOSEMALTI ANT;581,145
2621;83735122;20170401;A101 ELMADAG;187,31875
2621;83735122;20170401;A101 ESKISEHIR;112,39125
2621;83735122;20170401;A101 FATIH;303,365
2621;83735122;20170401;A101 GEBZE;194,62875
2621;83735122;20170401;A101 KAYSERI;159,90625
2621;83735122;20170401;A101 KEMALPASA;545,50875
2621;83735122;20170401;A101 KONYA;110,56375
2621;83735122;20170401;A101 MALATYA;223,86875
2621;83735122;20170401;A101 MENEMEN;178,18125
2621;83735122;20170401;A101 MERSIN;174,52625
2621;83735122;20170401;A101 PENDIK;237,575
2621;83735122;20170401;A101 SAKARYA;543,68125
2621;83735122;20170401;A101 SAMSUN;347,225
2621;83735122;20170401;A101 SERIK ANT;158,9925
2621;83735122;20170401;A101 SISLI;877,2
2621;83735122;20170401;A101 TORBALI;181,83625
2621;83735122;20170401;A101 TRABZON;374,6375
2621;83735122;20170401;A101 TRAKYA;338,0875
2621;83735122;20170401;A101 TUZLA;551,905
2621;83735122;20170401;A101 VAN;118,7875
2621;83735122;20170401;A101 ZONGULDAK;212,90375
2621;83735122;20170401;A101- BALIKESIR;241,23
2621;83735122;20170401;A101- ERZURUM;127,925
2621;83735122;20170401;A101- GAZIANTEP;173,6125
2621;83735122;20170401;A101- TOKAT;557,3875
2621;83735124;20170401;ADNAN TIC.PAZ. AS-MERSIN;7,25
2621;83735124;20170401;AYKANLAR IZMIR YENI;259,55
2621;83735124;20170401;BEGENDIK ANKARA;139,2
2621;83735124;20170401;CARREFOUR A.S.(ADANA).DEPO-1;69,6
2621;83735124;20170401;CARREFOUR A.S.(ANTALYA).DEPO-1;17,4
2621;83735124;20170401;CARREFOUR A.S.(GEBZE).DEPO-1;145
2621;83735124;20170401;CARREFOUR A.S.(SAMSUN).DEPO-1;40,6
2621;83735124;20170401;HEDEF GIDA PZ. DAG SAN VE TIC;43,5
2621;83735124;20170401;MAKRO MARKET A.S. (KONYA);43,5
2621;83735124;20170401;MAKRO MARKET A.S. ANTALYA;43,5
2621;83735124;20170401;MAKRO MARKET A.S.(KAYSERI);69,6
2621;83735124;20170401;MAKRO MARKET A.S.(MERSIN);21,75
2621;83735124;20170401;MAKRO MARKET A.S.(SAMSUN);58
2621;83735124;20170401;METRO GROS. B.KOY.ALIS.HIZ.TIC;40,6
2621;83735124;20170401;OZGUN KOZM. GIDA SAN. AS.-SAMS;56,55
2621;83735124;20170401;SECKIN ONUR PAZ.SN.TIC.AS-BURS;53,65
2621;83735124;20170401;SUMER LOGISTIK SAN TIC. AS-ERZ;33,35
2621;83735124;20170401;SUMER LOJISTIK SAN.TC.AS-MARDI;136,3
2621;83735124;20170401;TESCO KIPA KITLE PAZARLAMA TIC;849,7
2621;83735124;20170401;YONTEM KOZMETIK ANONIM SIRKETI;1809,6
2621;83735125;20170401;ADNAN TIC.PAZ. AS-MERSIN;9
2621;83735125;20170401;AYKANLAR GD SN TIC.AS-KONYA;151,2
2621;83735125;20170401;BEGENDIK ANKARA;172,8
2621;83735125;20170401;CARREFOUR A.S.(ADANA).DEPO-1;86,4
2621;83735125;20170401;CARREFOUR A.S.(ANTALYA).DEPO-1;21,6
2621;83735125;20170401;CARREFOUR A.S.(GEBZE).DEPO-1;180
2621;83735125;20170401;CARREFOUR A.S.(SAMSUN).DEPO-1;50,4
2621;83735125;20170401;HEDEF GIDA PZ. DAG SAN VE TIC;54
2621;83735125;20170401;MAKRO MARKET A.S. # UYUM (ISTA;144
2621;83735125;20170401;MAKRO MARKET A.S. (KONYA);117
2621;83735125;20170401;MAKRO MARKET A.S. ANTALYA;144
2621;83735125;20170401;MAKRO MARKET A.S.(KAYSERI);216
